"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V10"
"275" 2020 167 9 222.953857 -6.970755 0.216893 0.224127 -0.000631
"276" 2020 167 9.5 208.040558 -20.005463 0.217091 0.224032 -0.000521
"277" 2020 167 10 185.800995 -27.242374 0.217312 0.223954 -0.000422
"278" 2020 167 10.5 160.327393 -34.119957 0.217558 0.223896 -0.00031
"279" 2020 167 11 135.267151 -42.050255 0.217831 0.223855 -0.000184
"280" 2020 167 11.5 112.506241 -51.477684 0.218133 0.223832 -4.6e-05
"281" 2020 167 12 90.134666 -85.447266 0.218473 0.223823 0.000106
"282" 2020 167 12.5 88.1185 -78.897591 0.218823 0.223816 9.7e-05
"283" 2020 167 13 85.11718 -77.429474 0.219179 0.223808 9.1e-05
"284" 2020 167 13.5 82.467987 -77.945374 0.219539 0.223802 8.7e-05
"285" 2020 167 14 79.978928 -79.039978 0.219901 0.223796 8.3e-05
"286" 2020 167 14.5 77.622917 -80.331192 0.220264 0.22379 8e-05
"287" 2020 167 15 75.364937 -81.695137 0.220627 0.223785 7.6e-05
"288" 2020 167 15.5 71.22197 -60.263062 0.221012 0.223781 7e-05
"289" 2020 167 16 69.784042 -45.657841 0.221405 0.223777 6.6e-05
"290" 2020 167 16.5 68.865944 -38.186947 0.221801 0.223774 6.2e-05
"291" 2020 167 17 57.669266 -27.979288 0.222205 0.223772 6.1e-05
"292" 2020 167 17.5 45.782459 -19.151367 0.222621 0.22377 6.1e-05
"293" 2020 167 18 33.701046 -11.447812 0.223052 0.223769 6.1e-05
"294" 2020 167 18.5 28.817881 -10.453476 0.223424 0.223769 6.1e-05
"295" 2020 167 19 25.39901 -9.543149 0.223735 0.22377 6e-05
"296" 2020 167 19.5 24.716402 -9.884707 0.223981 0.22377 5.9e-05
"297" 2020 167 20 24.060513 -10.131879 0.224161 0.223772 5.8e-05
"298" 2020 167 20.5 23.408485 -10.363333 0.224277 0.223773 5.7e-05
"299" 2020 167 21 22.760885 -10.592561 0.224327 0.223775 5.6e-05
"300" 2020 167 21.5 25.652163 -9.29879 0.224368 0.223776 -4.7e-05
"301" 2020 167 22 28.602137 -8.698669 0.224401 0.223778 -0.000152
"302" 2020 167 22.5 34.546764 -9.450255 0.224424 0.223779 -0.000247
"303" 2020 167 23 45.596245 -12.27914 0.224425 0.223779 -0.000335
"304" 2020 167 23.5 57.00491 -15.180166 0.224398 0.223777 -0.000413
"305" 2020 168 0 68.326622 -18.204416 0.224338 0.223772 -0.000477
"306" 2020 168 0.5 61.507889 -9.886415 0.224472 0.223741 -0.000563
"307" 2020 168 1 69.667084 -6.659351 0.224849 0.223718 -0.00062
"308" 2020 168 1.5 90.466064 -6.42357 0.225449 0.2237 -0.000673
"309" 2020 168 2 115.758514 -6.504741 0.226254 0.223686 -0.000721
"310" 2020 168 2.5 150.258682 -11.273608 0.227247 0.223671 -0.000786
"311" 2020 168 3 189.611938 -19.631756 0.228413 0.223653 -0.000854
"312" 2020 168 3.5 234.056519 -47.40023 0.230107 0.223632 -0.000843
"313" 2020 168 4 265.928467 -58.628616 0.232545 0.223619 -0.000846
"314" 2020 168 4.5 278.857758 -52.234993 0.235605 0.22361 -0.000858
"315" 2020 168 5 296.380493 -47.596264 0.239396 0.223618 -0.000877
"316" 2020 168 5.5 305.292297 -35.114693 0.243808 0.223644 -0.000905
"317" 2020 168 6 319.208832 -26.59915 0.248897 0.223703 -0.000941
"318" 2020 168 6.5 313.934967 -45.564407 0.254187 0.223812 -0.000845
"319" 2020 168 7 313.339081 -68.468063 0.259693 0.223988 -0.000762
"320" 2020 168 7.5 308.123505 -88.191582 0.265309 0.224249 -0.000679
"321" 2020 168 8 306.871948 -112.014618 0.271012 0.224622 -0.00058
"322" 2020 168 8.5 300.757324 -132.4608 0.27667 0.225135 -0.000461
"323" 2020 168 9 298.697174 -156.619049 0.282233 0.225822 -0.000319
"324" 2020 168 9.5 297.980988 -157.276093 0.287174 0.226706 -0.000307
"325" 2020 168 10 298.922455 -161.47168 0.291501 0.227797 -0.000286
"326" 2020 168 10.5 294.599274 -162.638489 0.295202 0.229094 -0.000232
"327" 2020 168 11 292.145477 -165.87648 0.298347 0.230587 -0.000132
"328" 2020 168 11.5 285.142273 -166.098602 0.300978 0.232256 -4.4e-05
"329" 2020 168 12 255.854767 -177.383926 0.303208 0.234076 5.5e-05
"330" 2020 168 12.5 222.736877 -153.00766 0.30382 0.235974 5.4e-05
"331" 2020 168 13 196.326843 -137.423462 0.3032 0.237826 5.3e-05
"332" 2020 168 13.5 172.847473 -124.054581 0.301578 0.239544 5.3e-05
"333" 2020 168 14 151.512604 -111.485138 0.299135 0.241069 5.3e-05
"334" 2020 168 14.5 131.935608 -99.326294 0.296014 0.242371 5.3e-05
"335" 2020 168 15 113.813118 -87.467979 0.292443 0.243447 5.3e-05
"336" 2020 168 15.5 109.152351 -84.109116 0.289448 0.24433 5.3e-05
"337" 2020 168 16 99.283829 -75.263512 0.286868 0.245071 5.3e-05
"338" 2020 168 16.5 65.948151 -53.133369 0.284392 0.245698 5.7e-05
"339" 2020 168 17 65.482513 -52.391445 0.282191 0.246232 5.6e-05
"340" 2020 168 17.5 62.214073 -48.179176 0.280234 0.246691 5.6e-05
"341" 2020 168 18 58.758026 -43.770569 0.278479 0.247089 5.5e-05
"342" 2020 168 18.5 52.822659 -38.911114 0.277374 0.247443 5.5e-05
"343" 2020 168 19 62.176331 -40.782578 0.277035 0.247774 5e-05
"344" 2020 168 19.5 54.087414 -33.791302 0.277218 0.248098 5e-05
"345" 2020 168 20 46.840691 -28.403797 0.27835 0.248434 4.9e-05
"346" 2020 168 20.5 41.41732 -24.695608 0.280563 0.248807 4.9e-05
"347" 2020 168 21 36.546852 -21.37562 0.283547 0.249247 4.9e-05
"348" 2020 168 21.5 46.443886 -22.781183 0.286082 0.249767 -4.2e-05
"349" 2020 168 22 58.007313 -25.621132 0.288072 0.250358 -0.000123
"350" 2020 168 22.5 70.772095 -28.932549 0.289536 0.251003 -0.000204
"351" 2020 168 23 84.441978 -32.471146 0.290513 0.251686 -0.000279
"352" 2020 168 23.5 98.853752 -36.273262 0.291054 0.252386 -0.000343
